,date,msg,year,month,days,Month_Name,Day_Name,date_is_weekend
619,2012-06-04 02:23:00,м.35 спорт.слож.приглашу в гости дев. 0989447428,2012,4,June,June,Monday,weekday
620,2013-07-22 00:53:00,Ж 30 позн с М до 40 для общ  Наташа,2013,22,July,July,Monday,weekday
621,2016-01-17 00:19:00,Катя я тебе люблю. Ваня,2016,17,January,January,Sunday,weekend
622,2016-01-18 23:36:00,пышечка скучает ! развеселите !,2016,18,January,January,Monday,weekday
623,2014-11-28 23:29:00,. Мне 38. Поцелую женщине 50-55лет. Жду смс фото! Днепр!! 0931474691,2014,28,November,November,Friday,weekday
624,2014-11-25 22:36:00,приеду к парню на ночь с коньком и колой.,2014,25,November,November,Tuesday,weekday
625,2014-03-15 22:50:00,Познакомлюсь с милой девушкой для общения 067 893 90 70,2014,15,March,March,Saturday,weekend
626,2014-05-15 02:14:00,Ищу д. Для знаком до 35 лет. Мне 37.,2014,15,May,May,Thursday,weekday
627,2013-09-17 01:34:00,Кто заберет на машине? Аня,2013,17,September,September,Tuesday,weekday
628,2013-10-12 00:39:00,нежно поцелую девушк ножк  0964241588 ЗАДЕРЖИ,2013,12,October,October,Saturday,weekend
629,2014-09-05 00:24:00,замужняя устала от быта хочу любви и романтики.просто встречи номер не могу оставить,2014,5,September,September,Friday,weekday
630,2012-06-16 02:10:00,Роман,2012,16,June,June,Saturday,weekend
631,2015-07-20 01:02:00,М БИ ДОСУГ ДЛЯ ДАМЫ ПАРЫ 07344510.4,2015,20,July,July,Monday,weekday
632,2015-01-22 00:15:00,Днепр. Парень 28 + Парень. Реально. 093 974 67 34. Смс.,2015,22,January,January,Thursday,weekday
633,2015-11-16 23:08:00,ВМЕНЯЕМЫЙ М.38/193/93 ПОЗН.С ЖЕНЩИНА ДЛЯ И/ВСТРЕЧ.  095 424 49 23,2015,16,November,November,Monday,weekday
634,2015-03-18 23:46:00,ОДИНОКИЙ П 30л ИЩЕТ ОДИНОКУЮ ДЕВ.С/О ДНЕПР т.067 278 02 03,2015,18,March,March,Wednesday,weekday
635,2012-09-12 01:12:00,ИЩУ ДАМУ ДО 50 С/ПАРУ ДЛЯ ВЗРОСЛЫХ ВСТРЕЧ.067 632 84 80,2012,12,September,September,Wednesday,weekday
636,2015-07-09 00:58:00,. Мне 39. Поцелую взрослой женщине. Жду смс фото. Днепр!! 0962820419,2015,9,July,July,Thursday,weekday
637,2013-02-04 01:35:00,парень25л.из млс купит невесту б/у не придлогать  задержи,2013,4,February,February,Monday,weekday
638,2015-12-13 00:07:00,Ищу простую милую скромную девушку.мне 30,2015,13,December,December,Sunday,weekend
639,2013-11-02 01:10:00,.если оч.худенька пиши0662743052,2013,2,November,November,Saturday,weekend
640,2013-06-29 01:31:00,ПОРЯДОЧНОМУ ПАРНЮ НЕ ХВАТАЕТ РОМАНТИКИ 0986098255,2013,29,June,June,Saturday,weekend
641,2014-05-27 23:34:00,М 43 познак. с жен. из Днепро-вска с/о Т.093-837-25-93,2014,27,May,May,Tuesday,weekday
642,2014-05-06 00:22:00,парень 26 лет скучает девки звоните 0660749109,2014,6,May,May,Tuesday,weekday
643,2013-08-08 01:58:00,Шукаю хлопця!! Олена  25 рокiв!,2013,8,August,August,Thursday,weekday
644,2012-03-11 01:23:00,ПАРЕНЬ ПОЗНАКОМИТЬСЯ С ДЕВУШКОЙ. МНЕ 21.80997899175,2012,11,March,March,Sunday,weekend
645,2016-06-14 23:09:00,ИЩУ ЕДИНСТВЕННУЮ ДОСТОЙНУЮ ЛЮБВИ  ОТ 26лет. Дети в радость. 0661,2016,14,June,June,Tuesday,weekday
646,2013-01-15 00:20:00,хай  модер) поставь плиз 052 заранее спс,2013,15,January,January,Tuesday,weekday
647,2012-05-26 00:37:00,девченки очень хочется  по телефону 0668518084 жду!!!,2012,26,May,May,Saturday,weekend
648,2014-02-28 00:33:00,целоваться - это моё любимое дело  кто со мной?,2014,28,February,February,Friday,weekday
649,2013-02-22 23:18:00,Ж ищет серъезного М для с/с,2013,22,February,February,Friday,weekday
650,2012-02-16 01:04:00,ПРИВЕТ!МЕНЯ ЗОВУТ ВАЛЕНТИН ДАВАЙ ЗНАКОМИТСА.  МНЕ 21.0970709137,2012,16,February,February,Thursday,weekday
651,2016-01-03 00:44:00,ВЗРОСЛАЯ ДЕВУШКА ПОЗНАКОМИТСЯ С ИНТЕРЕСНЫМ ПАРНЕМ 067-35-72-179,2016,3,January,January,Sunday,weekend
652,2014-08-31 00:00:00,ХУЛИГАНКА.ЖДУ ЗВОНКОВ ОТ ЗАПОРОЖАН...0500764910,2014,31,August,August,Sunday,weekend
653,2013-11-04 00:58:00,юноша который п 25 номерок напиши,2013,4,November,November,Monday,weekday
654,2013-08-08 02:09:00,заберу на машине девушек которые смелые ? кто рискнет?,2013,8,August,August,Thursday,weekday
655,2014-02-17 01:44:00,Алена 22 познакомлюся с приятным парнем для общения,2014,17,February,February,Monday,weekday
656,2012-11-09 01:39:00,ПОЗН С МИЛОЙ СИМПОТ ДЕВ ЖЕЛ БЕЗ ПРОБЕГА МНЕ 23 ДЕН 063 741 69 87СМС,2012,9,November,November,Friday,weekday
657,2012-08-05 01:29:00,м. 35 с д/ж до 40  сначало смс Тел. 0676374100,2012,5,August,August,Sunday,weekend
658,2014-09-23 01:05:00,Приятно  когда рядом любимый человек... Но его нет... Пишите,2014,23,September,September,Tuesday,weekday
659,2012-02-14 00:30:00,Девушка 20 полная но симпатичная познакомится с парнем до 30.,2012,14,February,February,Tuesday,weekday
660,2012-01-03 01:01:00,П27 Втарую палавинку с/о.с/с отвечу ммс0951232936,2012,3,January,January,Tuesday,weekday
661,2014-01-14 23:38:00,познакомлюсь с полной девушкой с днепра 0660986951.для всего,2014,14,January,January,Tuesday,weekday
662,2012-02-14 14:20:00,мадератар привет паздравь с праздником ксюшу лободу от виталика.спасиба,2012,14,February,February,Tuesday,weekday
663,2012-10-02 23:43:00,днепр п.спорт.35/190/86 ищу дев. для души и тела  0959359730,2012,2,October,October,Tuesday,weekday
664,2013-07-01 00:27:00,не живу  а существую. . Кто добавит в жизнь красок. Алина  23 года,2013,1,July,July,Monday,weekday
665,2013-09-13 00:39:00,Замужняя хочет отомстить мужу за измену,2013,13,September,September,Friday,weekday
666,2016-04-10 01:45:00,Запорожье М33 ищу любовницу для нечастых встреч СМС 066 579 33 49,2016,10,April,April,Sunday,weekend
667,2015-01-19 01:26:00,для худенькой 0970093474,2015,19,January,January,Monday,weekday
668,2013-01-02 23:40:00,дев обмен ммс с дев 0935218838,2013,2,January,January,Wednesday,weekday
669,2015-11-13 01:24:00,парни ждут в гости дев. г.днепр пишите смс 0976527156,2015,13,November,November,Friday,weekday
670,2012-08-08 23:26:00,М. 40/167/85. Позн. С  Жен. Для с/о с Синельниково и района. 098-546-25-68. Адм.задержи,2012,8,August,August,Wednesday,weekday
671,2014-03-08 22:52:00,Ищу парня для несерьезных отношений. Позвоню сама. Оля,2014,8,March,March,Saturday,weekend
672,2014-10-03 00:25:00,Реєстрація користувача з ніком ДРЮНЯ неможлива. Користувач з таким ніком вже існує.,2014,3,October,October,Friday,weekday
673,2014-04-21 00:30:00,Хочу найти милую дюймовочку до 25 лет для общения  с.о. 0992578217,2014,21,April,April,Monday,weekday
674,2014-09-19 01:12:00,. Мне 38. Поцелую женщине 50-55лет. Жду смс фото! Днепр!! 0931474691,2014,19,September,September,Friday,weekday
675,2014-01-24 22:55:00,щедр  красив  умен и богат  на своем авто! Нужна дама для приятных встреч Сергей,2014,24,January,January,Friday,weekday
676,2013-08-12 23:36:00,ЧТО МОДЕР СМС НЕ ПО ДУШЕ? ТЫ ЕЩЁ НЕ ЗНАЕШЬ НА ЧТО Я СПОСОБНА........!ЛУЧШЕ НЕ БУДИ ПАНТЕРУ В ЕЁ ЛОГОВЕ А ТО ПОЖАЛЕEШЬ ! Удачи.,2013,12,August,August,Monday,weekday
677,2013-05-21 00:27:00,красивая дама скучает одна в квартире!Кто на чай с кексом приедет?,2013,21,May,May,Tuesday,weekday
678,2013-10-21 00:56:00,Для Вики 0934725606.,2013,21,October,October,Monday,weekday
679,2014-07-08 00:02:00,М 32/196/98 ЖЕНАТ ПОЗН С ДЕВ ДО 40ДЛЯРЕГУЛЯРНЫХ ВСТРЕЧ ЖЕЛ ЗАМУЖНЕЙ 050 586 64 37,2014,8,July,July,Tuesday,weekday
680,2016-12-03 22:39:00,м+м 35-47 0677264138 только звонки. Придержите.,2016,3,December,December,Saturday,weekend
681,2015-03-26 23:48:00,Днепр.М.40л.ищу жен.с 6.7.8.раз.груди и.о. 0662265998 СМС СМС.,2015,26,March,March,Thursday,weekday
682,2013-01-14 00:06:00,Ищу девушку которая ценит отношения П23 Днепр 063 63 62 860 задержи,2013,14,January,January,Monday,weekday
683,2013-05-26 01:37:00,М дружить буду с худ .. П...  смс  ммс  095 483 57 53.,2013,26,May,May,Sunday,weekend
684,2012-09-15 01:25:00,П+П 0964777145,2012,15,September,September,Saturday,weekend
685,2013-11-27 23:08:00,сочная блондинка хочет встречу на одну ночь  у меня своя квартира,2013,27,November,November,Wednesday,weekday
686,2012-08-16 01:02:00,Девушки давайте знакомица перезваню 0673573019 админ задержы.,2012,16,August,August,Thursday,weekday
687,2012-01-25 16:44:00,какие  имена  подходят  анатолий,2012,25,January,January,Wednesday,weekday
688,2013-02-13 01:07:00,Тамара  ты самая лучшая),2013,13,February,February,Wednesday,weekday
689,2013-11-26 00:24:00,симп.м.пообщается с миниатюрной красоткой 0932042615,2013,26,November,November,Tuesday,weekday
690,2013-12-10 23:55:00,увезу Д до 20 за границу стойн красив Саша,2013,10,December,December,Tuesday,weekday
691,2012-05-22 00:08:00,П 32 познакомится с девушкой для сер/отн 0677349028,2012,22,May,May,Tuesday,weekday
692,2013-03-15 01:33:00,мне 16 и я беременна что делать?,2013,15,March,March,Friday,weekday
693,2015-03-03 00:04:00,парню скучно 20 лет днепр звоните 0935679735,2015,3,March,March,Tuesday,weekday
694,2014-02-07 00:58:00,заберу на машине девушек которые смелые ? кто рискнет?,2014,7,February,February,Friday,weekday
695,2013-03-11 01:15:00,ПОКАТАЮ на АВТО интересную ДЕВУШКУ по ВЕЧЕРНЕМУ городу,2013,11,March,March,Monday,weekday
696,2016-09-23 00:23:00,для	Ольги 0684607724,2016,23,September,September,Friday,weekday
697,2012-10-09 01:26:00,П.ПОЗН С НЕЗАМУЖ Ж30 40 ДНЕПР!ЕСТЬ ЛАЙФ.СМС ДНЁМ 097 513 57 16,2012,9,October,October,Tuesday,weekday
698,2012-12-30 01:16:00,П+П Парень познакомеца с молодым парнем для с/о Бабурка 0964750224.,2012,30,December,December,Sunday,weekend
699,2012-07-10 00:08:00,Познак.с симп.стр.дев.26-32 лет для сер.отн.Днепр.0675605632,2012,10,July,July,Tuesday,weekday
700,2015-12-25 23:02:00,м38 позн с жен для встреч 0676370548,2015,25,December,December,Friday,weekday
701,2014-08-22 00:53:00,Я САША МНЕ 29СВЕТЛОГЛАЗЫЙ.0951979497,2014,22,August,August,Friday,weekday
702,2016-09-12 22:55:00,П 31 приедет к Д/Ж на .нтим в любое время 0994251527. Задержи!,2016,12,September,September,Monday,weekday
703,2014-01-09 23:08:00,Романтика нежность ласка для девушки! Дома сам скучно 095 904 92 62,2014,9,January,January,Thursday,weekday
704,2014-02-12 02:00:00,Хочу шампанского   фруктов и последствий!Вика,2014,12,February,February,Wednesday,weekday
705,2014-07-15 23:00:00,Ищу девушку для дружбы.Мне 26 Вадим 0935397740,2014,15,July,July,Tuesday,weekday
706,2012-03-06 23:55:00,6 материков вроди так )),2012,6,March,March,Tuesday,weekday
707,2012-06-26 00:49:00,Спасибо Наста . Яна Русинова я тебя люблю.,2012,26,June,June,Tuesday,weekday
708,2014-09-08 23:29:00,Как творог:3,2014,8,September,September,Monday,weekday
709,2014-11-06 00:03:00,МУЖЧИНА ПОЗНАКОМЛЮСЬ С СЕМЕЙНОЙ ПАРОЙ 0680978523 СМС,2014,6,November,November,Thursday,weekday
710,2015-06-13 01:07:00,познакомлюсь сдевушкой незамужней от 35 лет 0955179860 смс и ммс вова,2015,13,June,June,Saturday,weekend
711,2013-06-03 00:09:00,ПАРЕНЬ 30 ПОЗ С СЕМ. ПАРОЙ ДЛЯ ВСТРЕЧИ СЕЙЧАС ДНЕПР 093 403 65 35,2013,3,June,June,Monday,weekday
712,2014-08-30 22:54:00,М 47/176 для серьёз. отн.  с Ж 39-46  ДНЕПР  050 71 44 097  задержи,2014,30,August,August,Saturday,weekend
713,2015-10-16 01:28:00,ищу д/ж для и/о 0666650177,2015,16,October,October,Friday,weekday
714,2013-07-24 00:03:00,80639357337 ПОЗ С ДОБРОЙ ДЕВУШКОЙ ДЛЯ ДРУЖБЫ смс,2013,24,July,July,Wednesday,weekday
715,2014-05-26 01:04:00,Парень фитнес модель 25лет встречусь.0990991317,2014,26,May,May,Monday,weekday
716,2014-06-14 00:29:00,девушка позн.с парне.для серьезн.отн.для сознания семьи,2014,14,June,June,Saturday,weekend
717,2015-02-06 22:49:00,.П 27 лет из МЛС нахожусь в Луг.обл ищу Д для С/с.0973866463.ЗАДЕРЖИ,2015,6,February,February,Friday,weekday
718,2013-02-16 23:51:00,здесь есть адекватные девушки?я Парень 28лет 0970979730 задержи,2013,16,February,February,Saturday,weekend
719,2012-09-18 01:06:00,931251045 ДЕВЧОНКИ,2012,18,September,September,Tuesday,weekday
720,2014-08-14 00:32:00,Парень для алени 0962628965,2014,14,August,August,Thursday,weekday
721,2014-07-10 23:36:00,ДНЕПР.ПАРЕНЬ 38.ПОЗНАК.С МУЖЧ.ОТ 40 ЛЕТ.СМС О СЕБЕ 098 096 31 25.,2014,10,July,July,Thursday,weekday
722,2014-07-04 00:34:00,Позн с Дев для общения жел без тараканов мне 25 Денис 063 741 69 87смс),2014,4,July,July,Friday,weekday
723,2016-02-13 00:36:00,телки мои я вас люблю . Ваша Алеся,2016,13,February,February,Saturday,weekend
724,2014-01-26 00:20:00,ищю девушку с днепра 28лет для серьезных атнашений,2014,26,January,January,Sunday,weekend
725,2013-11-02 01:26:00,ПООБЩАЮСЬ С ДЕВУШКОЙ. 093 55 26 101. АДМИН ЗАДЕРЖИ.,2013,2,November,November,Saturday,weekend
726,2012-07-19 01:46:00,. привет парни. Я парень хочу сейчас очень пива с тобой 0674831984,2012,19,July,July,Thursday,weekday
727,2012-06-09 01:23:00,Користувач Гicть проголосував ЗА кліп Центр — Город дорог. Код 001.,2012,9,June,June,Saturday,weekend
728,2013-03-03 01:06:00,МУЖЧ И ЖЕНЩ НУЖЕН СМС 097 536 07 21,2013,3,March,March,Sunday,weekend
729,2012-06-25 00:03:00,ПРИЕДУ К Д/Ж В ГОСТИ ИЛИ ПРИГЛАШУ К СЕБЕ СМС ММС 098 374 65 73,2012,25,June,June,Monday,weekday
730,2016-03-13 23:14:00,симп п30 пригл симп.дев в гости 0507423054,2016,13,March,March,Sunday,weekend
731,2014-03-03 00:11:00,девушке званите погуляэм 0970608782 правда,2014,3,March,March,Monday,weekday
732,2013-01-03 23:34:00,парень ищет сем/пару даму до 50 мужчину 0936513019,2013,3,January,January,Thursday,weekday
733,2014-02-19 01:04:00,уеду с красивым умн. адыкватн. М на край света Наташа 26,2014,19,February,February,Wednesday,weekday
734,2013-08-07 01:35:00,Вся горю парни кидайте мне номера ваши чтобы набрала,2013,7,August,August,Wednesday,weekday
735,2015-06-07 00:45:00,парень и шет девушкой познакомича мене 22 года 0934761183 яа запорожья,2015,7,June,June,Sunday,weekend
736,2014-09-21 00:48:00,красивая одинокая девушка!познакомлюсь с парнем.. От 25до 30..063***,2014,21,September,September,Sunday,weekend
737,2015-02-09 00:06:00,. Мне 38. Поцелую женщине 50-55лет. Жду смс фото! Днепр!! 0931474691,2015,9,February,February,Monday,weekday
738,2013-11-23 01:14:00,ПЗ9РЕАЛ ИЩЕТ АДЕКВ.С/П ИЛИ О.С.У СМЕЛОЙ Д. Реал СМС! 098 413 73 4З,2013,23,November,November,Saturday,weekend
739,2012-06-01 01:37:00,девочьки парни скучают выручайте нас 0501647624 ждем вас придержи,2012,1,June,June,Friday,weekday
740,2014-11-21 22:31:00,д 25 ждет будущего мужа 0965245786 ммс,2014,21,November,November,Friday,weekday
741,2014-12-02 01:30:00,Ищу девушку для похода в музей. Есть желающие? Егор,2014,2,December,December,Tuesday,weekday
742,2014-04-13 22:55:00,П 37 ПОЗНАКОМЛЮСЬ С Д/Ж ДЛЯ ИНТ ОТНОШЕН.,2014,13,April,April,Sunday,weekend
743,2015-10-01 00:30:00,познакомлюсь с парнем от 25 для серьезных отношений 0662977661,2015,1,October,October,Thursday,weekday
744,2016-08-20 00:57:00,две девушки которые тоскуют звоните 0502704625,2016,20,August,August,Saturday,weekend
745,2013-09-28 00:35:00,ласковая кошечка ищет своего ночного котика,2013,28,September,September,Saturday,weekend
746,2013-10-18 01:34:00,щедр  красив  умен и богат  на своем авто! Нужна дама для приятных встречНИКОЛАЙ,2013,18,October,October,Friday,weekday
747,2016-01-23 22:39:00,Олька позвони 09573546 жду есть киевстар и лайф,2016,23,January,January,Saturday,weekend
748,2013-11-24 00:43:00,. Мне 37. Поцелую женщине 50-55лет. Жду смс фото. Днепр! 0931474691,2013,24,November,November,Sunday,weekend
749,2015-04-04 01:09:00,м40 ДНЕПР ИЩУ ПОДРУЖКУ(МОЖНО ЗАМУЖ.) 099-6444-653,2015,4,April,April,Saturday,weekend
750,2016-08-06 23:19:00,СИМП ПАРЕНЬ С ДНЕПРА СКУЧАЕТ 0636318644,2016,6,August,August,Saturday,weekend
751,2014-07-06 23:25:00,есть плохие девочки? 093 201 3324,2014,6,July,July,Sunday,weekend
752,2015-11-10 23:46:00,Олечка милая я тебя очень сильно люблю. Ты прелесть. Я безума от тебя!,2015,10,November,November,Tuesday,weekday
753,2015-01-26 00:09:00,Кто хочет расслабиться с М с Запорожья женщины пишите 0661821441 есть авто приеду,2015,26,January,January,Monday,weekday
754,2013-01-17 00:15:00,П 38позн. с девуш для с/о 26-34,2013,17,January,January,Thursday,weekday
755,2012-07-04 01:12:00,Обнаж М один дома ищу хочу Ж/Даму для встр!ммс.0662433639!1мин остан!,2012,4,July,July,Wednesday,weekday
756,2012-06-02 00:24:00,Девушки  вам тоже скучно?:-( 096 310 62 45,2012,2,June,June,Saturday,weekend
757,2014-06-26 01:42:00,Ищу простую милую скромную девушку.мне 30,2014,26,June,June,Thursday,weekday
758,2012-02-16 00:23:00,Привет мне 21 хoчу по говорить з девушкoй 0970025236 звоните,2012,16,February,February,Thursday,weekday
759,2013-09-04 23:49:00,симп.мужч.40 лет.пообщ.с симп.д/ж которой не спиться! 0687427383,2013,4,September,September,Wednesday,weekday
760,2013-08-17 01:17:00,м49 позн с ж для приятных в стреч/098 614 0 9 58/,2013,17,August,August,Saturday,weekend
761,2012-08-08 02:00:00,Дима  + Света,2012,8,August,August,Wednesday,weekday
762,2012-06-05 00:51:00,П+М ОТ 35 ДНЕПР ММС ЗВОНКИ СЧАС 0635290654,2012,5,June,June,Tuesday,weekday
763,2012-10-08 00:48:00,п 28 лет ищет женщину до 40 для с/о 0502816023 смс придержи,2012,8,October,October,Monday,weekday
764,2013-11-09 01:38:00,Девушки женщины пишите звоните пообщаемся встретимся дима 20 девушки до 45 т. 0989152997,2013,9,November,November,Saturday,weekend
765,2013-03-13 01:04:00,дев 22 познакомится с парнем 22-30 лет  для С/О,2013,13,March,March,Wednesday,weekday
766,2014-03-23 00:04:00,М.Позн.С РЕАЛЬНОЙ Ж.До 40 Для душы и тела из Д-ЖИНСКА 96.446.92.62,2014,23,March,March,Sunday,weekend
767,2016-06-26 00:29:00,нормальный парень на авто ишет девушку для нечастых встречь 0952323179,2016,26,June,June,Sunday,weekend
768,2015-05-30 22:56:00,Мечтаю о девушке  которая вернет веру в любовь...,2015,30,May,May,Saturday,weekend
769,2014-05-03 23:15:00,Пообщ. с дев. Днепр. 097-295-43-52,2014,3,May,May,Saturday,weekend
770,2013-06-16 00:34:00,Девченки гадаю на тел.номере 066 87 11 880,2013,16,June,June,Sunday,weekend
771,2015-09-10 00:52:00,Позову девушку в гости. Кино  вино и сладости. Просто для хорошего настроения. Денис. 32,2015,10,September,September,Thursday,weekday
772,2013-10-30 23:13:00,1063 .ника мышонок в доследе отказали  дело вернули в суд. Держись  всё будет хорошо. целую твой и.,2013,30,October,October,Wednesday,weekday
773,2013-08-20 01:06:00,Давай.,2013,20,August,August,Tuesday,weekday
774,2013-07-23 23:26:00,Парень 20л ищет Д/Ж 20-40л для Встреч 098 095 99 29,2013,23,July,July,Tuesday,weekday
775,2012-04-27 23:58:00,ГОЛЬФ ТЕБЯ ПРИВЕЗ 4МАЯ-ТОЧНО. СВИДАН. НЕ ДАЛИ  С-ЬЯ В ОТП-КЕ.ЦЁМ ЦЁМ,2012,27,April,April,Friday,weekday
776,2014-07-21 22:35:00,Днепр Пар 31год познак с Дев 35-45лет для встреч 093-011-85-54. СМС,2014,21,July,July,Monday,weekday
777,2013-10-08 00:57:00,Користувач Гicть проголосував ЗА кліп Градусы — Голая. Код 055.,2013,8,October,October,Tuesday,weekday
778,2014-01-10 00:17:00,заберу на машине девушек которые смелые ? кто рискнет?,2014,10,January,January,Friday,weekday
779,2016-11-01 00:21:00,парень познакомиться с другом! 0984563042,2016,1,November,November,Tuesday,weekday
780,2012-11-29 01:52:00,Любить себя – это не эгоизм  это просто самая взаимная любовь…,2012,29,November,November,Thursday,weekday
781,2014-05-07 00:28:00,Познакомлюсь с девушкой для инт.смс ммс,2014,7,May,May,Wednesday,weekday
782,2013-11-30 00:22:00,хочу любви! где ты мой мужчина? Диана,2013,30,November,November,Saturday,weekend
783,2013-11-06 00:26:00,одинокий П33 позн с одинок ласк девушк для дружбы а дальше будет видно 0992159905,2013,6,November,November,Wednesday,weekday
784,2013-12-23 00:23:00,Февраль,2013,23,December,December,Monday,weekday
785,2012-07-28 23:58:00,М+М сейчас 0980024767,2012,28,July,July,Saturday,weekend
786,2012-10-22 23:56:00,м 52 ищу не высокую  молодую  симпатичную  не жадный  днепр  лев берег 0937013589,2012,22,October,October,Monday,weekday
787,2013-12-26 00:13:00,парень скрасит досуг даме до 50  звоните 0936513019,2013,26,December,December,Thursday,weekday
788,2012-09-13 00:27:00,парень 33 приг стр  дев/ж за *** в гости 8063 342 98 12,2012,13,September,September,Thursday,weekday
789,2013-06-15 23:45:00,Д+Д/Ж ДЛЯ..... ЛЮБВИ ММС СМС 096 96 94 508 ЖДУ!,2013,15,June,June,Saturday,weekend
790,2012-08-08 00:34:00,ПАРЕНЬ ИЩЕТ ПЛОТН.ДРУГА ОТ 40 ЛЕТ.СМС О СЕБЕ 099 562 25 23,2012,8,August,August,Wednesday,weekday
791,2015-09-23 01:56:00,ПРОСТО ПООБЩАЮСЬ С УМНЫМ И ДОБРЫМ М30+,2015,23,September,September,Wednesday,weekday
792,2013-05-13 01:53:00,дев 22 познакомится с парнем 22-30 лет  для С/О,2013,13,May,May,Monday,weekday
793,2015-06-08 01:05:00,М 45 ищу стройную 7 даму для** 0970561953,2015,8,June,June,Monday,weekday
794,2014-06-04 01:08:00,Передаю привет моей зае Алисе),2014,4,June,June,Wednesday,weekday
795,2012-08-02 00:45:00,40л. Сейчас заберу машиной. 0994048022,2012,2,August,August,Thursday,weekday
796,2015-12-10 00:57:00,позн с сем парой для встреч 0501911095 днепр,2015,10,December,December,Thursday,weekday
797,2015-01-14 01:02:00,Мамуличка ты у меня самая лучшая!!!Твоя Кристиночка,2015,14,January,January,Wednesday,weekday
798,2015-04-24 00:04:00,Женщина умная красивая.Елена 38 лет,2015,24,April,April,Friday,weekday
799,2016-09-21 01:16:00,Паренъ хачу пазнакомеца с добрай и весёлай девушкай мой номер. 0688124473.,2016,21,September,September,Wednesday,weekday
800,2013-06-22 00:31:00,блондинка ищет молдоденького и опытного во всем мальчика,2013,22,June,June,Saturday,weekend
801,2013-06-26 23:54:00,заберу на авто М до 20 к себе в кроватку Ж 35 Жанна,2013,26,June,June,Wednesday,weekday
802,2015-04-20 23:35:00,Сем/пара ищит Дев обмен опытом.Днепр 0934979282,2015,20,April,April,Monday,weekday
803,2013-06-08 00:35:00,Сем.пара позн.с сем. парой.Нам 40 и33.,2013,8,June,June,Saturday,weekend
804,2015-09-26 23:22:00,Познакомлюсь с женщиной для не частых встреч. Мне 34. Т.0991409532,2015,26,September,September,Saturday,weekend
805,2016-05-02 00:29:00,М.51 позн.с Д. Запорожье. Сделаю очень очень..СМС 0934894961,2016,2,May,May,Monday,weekday
806,2012-07-24 23:33:00,Д27 ИЩЕТ ОБЩЕНИЯ С П28-35 0630674113,2012,24,July,July,Tuesday,weekday
807,2015-05-08 01:26:00,познакомлюсь с девушкой для сер отношений.0661126903.,2015,8,May,May,Friday,weekday
808,2013-05-05 00:03:00,Да  ждем от мужчин романтики  а сами в браке тоже меняемся не в лучшую сторону.,2013,5,May,May,Sunday,weekend
809,2016-01-28 00:18:00,п 34 пообщ с дев 27-35 по смс 0500,2016,28,January,January,Thursday,weekday
810,2014-01-14 00:23:00,ПАРЕНЬ 28 СКУЧАЕТ ДЕВ.КТО ХОЧЕТ РАЗВЛЕЧСЯ 099 152 94 91,2014,14,January,January,Tuesday,weekday
811,2012-11-07 01:51:00,тут есть девчёнки? паень скучает!!,2012,7,November,November,Wednesday,weekday
812,2016-09-23 00:35:00,ИЩУ СУПЕРПАПОЧКУ БУДУ СЛАДКАЙ ПАСЛУШНАЙ КОШЕЧКОЙ ЖДУ НОМЕРОЧКИ ДЛЯ ФОТОЧЕК,2016,23,September,September,Friday,weekday
813,2013-05-13 00:46:00,аха с д/ж Днепр  левый  м 40/120/192  0975931575,2013,13,May,May,Monday,weekday
814,2013-09-08 23:30:00,Ж 18 инт с М 50 и больше для опыта Лера,2013,8,September,September,Sunday,weekend
815,2013-07-05 01:04:00,Рай для ДЕВУШЕК и ЖЕНЩИН+*!!!СМС осебе!!!0677860034 придержи,2013,5,July,July,Friday,weekday
816,2015-01-21 00:03:00,П поцелую Д в машине приеду перезваню 0679896878,2015,21,January,January,Wednesday,weekday
817,2013-11-25 01:20:00,ж 34 с ребенком ищу мужчину для аптеки!без обязаностей,2013,25,November,November,Monday,weekday
818,2014-10-26 00:48:00,пар ищет парня сейчас 0980907068,2014,26,October,October,Sunday,weekend
819,2014-12-01 01:15:00,Вышла из душа. Забацала фотки АГОНЬ!!! Кому выслать?,2014,1,December,December,Monday,weekday
820,2015-03-26 23:02:00,П28Ищу дев 23-30 для с/о.Навсегда.Днепр.ММС. 063 407 02 05 задержи,2015,26,March,March,Thursday,weekday
821,2012-04-04 00:15:00,Жизнь  это лотерея. Каждый шаг  это зависимость.      познакомлюсь с девушкой для с. О. 0966865105,2012,4,April,April,Wednesday,weekday
822,2015-07-21 00:02:00,ТОЛЬКО ЗАПОРОЖЬЕ Встречусь с девушкой без комплексов 0689092029 Вайп ПРИДЕРЖИ,2015,21,July,July,Tuesday,weekday
823,2013-10-29 00:36:00,Ж.38(инвалид 2группы) в Днепре есть М.38-45??? 0935218228,2013,29,October,October,Tuesday,weekday
824,2012-04-05 23:41:00,ПАРЕНЬ 30Л ПОЗНАК С ДЕВУШКОЙ ДЛЯ С/О 0938903541,2012,5,April,April,Thursday,weekday
825,2012-05-30 23:51:00,М45 .Д/Ж отзавись для сер/от? 0684005905,2012,30,May,May,Wednesday,weekday
826,2016-02-10 00:29:00,М-40 Запорожье вино встреча сейчас с девушкой.0966049253,2016,10,February,February,Wednesday,weekday
827,2015-06-10 23:21:00,п. 28 выполнит все все все для д. ж. До 45  днепр 0967492497,2015,10,June,June,Wednesday,weekday
